,name,start_x,start_y,end_x,end_y
0,Jalan Kukup - Drini - Indrayanti,110.5671304,-8.1315357,110.5669762,-8.1311693
1,Jalan Kukup - Drini - Indrayanti,110.5671304,-8.1315357,110.5682409,-8.1317455
2,Jalan Segoroyoso-Sitimulyo,110.4172593,-7.8701199,110.4167388,-7.8710599
3,Jalan Segoroyoso-Sitimulyo,110.4172593,-7.8701199,110.4183513,-7.8701579
4,Jalan Raya Prambanan,110.483416,-7.7362308,110.489283,-7.7358206
5,Jalan Raya Prambanan,110.483416,-7.7362308,110.4827428,-7.73628
6,Jalan Tepus,110.6106562,-8.0518885,110.6072442,-8.0454688
7,Jalan Tepus,110.6106562,-8.0518885,110.61132,-8.0524566
8,Jalan Gedangsari - Wonosari/Sambipitu,110.5909497,-7.8489961,110.5904723,-7.8494689
9,Jalan Gedangsari - Wonosari/Sambipitu,110.5909497,-7.8489961,110.5909313,-7.8479244
10,,110.1287381,-7.7457536,110.1277927,-7.7447012
11,,110.1287381,-7.7457536,110.1288313,-7.7470453
12,,110.7423578,-7.8606086,110.7435124,-7.8611796
13,,110.7423578,-7.8606086,110.7423243,-7.8605953
14,Jalan Dokter Radjimin,110.3471347,-7.7086218,110.3453243,-7.7114072
15,Jalan Dokter Radjimin,110.3471347,-7.7086218,110.3477168,-7.7068087
16,Jalan Abu Bakar Ali,110.37258,-7.7879536,110.373216,-7.7879778
17,Jalan Abu Bakar Ali,110.37258,-7.7879536,110.371968,-7.7881511
18,Jalan Magelang,110.3610027,-7.7774486,110.3610067,-7.7772453
19,Jalan Magelang,110.3610027,-7.7774486,110.3609722,-7.7782942
20,Jalan Mandung,110.1627025,-7.8571006,110.1652591,-7.8477928
21,Jalan Sugiman,110.1627025,-7.8571006,110.1616073,-7.8579788
22,,110.1627025,-7.8571006,110.1661566,-7.8544226
23,Jalan Parangtritis - Panggang,110.3888722,-8.0026316,110.3880554,-8.0020984
24,Jalan Parangtritis - Panggang,110.3888722,-8.0026316,110.3891344,-8.0033156
25,Jalan Besi Raya,110.4463734,-7.7025413,110.4449065,-7.7028165
26,Jalan Besi Raya,110.4463734,-7.7025413,110.4477507,-7.7019851
27,,110.3669365,-7.7828177,110.3669962,-7.7827509
28,Jalan Diponegoro,110.3669365,-7.7828177,110.3660639,-7.7828359
29,,110.3669365,-7.7828177,110.3669287,-7.7828855
30,,110.5496393,-8.0727664,110.5497551,-8.0713581
31,,110.5496393,-8.0727664,110.5496921,-8.0731427
32,Jalan Segoroyoso-Sitimulyo,110.4304907,-7.8561414,110.4315434,-7.8544542
33,Jalan Segoroyoso-Sitimulyo,110.4304907,-7.8561414,110.4301896,-7.8570465
34,,110.1550278,-7.9378093,110.1550412,-7.9376831
35,,110.1550278,-7.9378093,110.1550235,-7.9378753
36,Jalan Magelang,110.3621436,-7.7531773,110.3621387,-7.7532961
37,Jalan Magelang,110.3621436,-7.7531773,110.3622727,-7.7494723
38,Jalan Sampaan - Pleret,110.4409178,-7.8450229,110.4416482,-7.8433331
39,Jalan Sampaan - Pleret,110.4409178,-7.8450229,110.4403819,-7.8449874
40,,110.0927482,-7.7863373,110.0921991,-7.7867572
41,,110.0927482,-7.7863373,110.0931251,-7.7856962
42,Jalan Wonosari - Baron,110.5847578,-8.0537795,110.5847807,-8.0534561
43,Jalan Wonosari - Baron,110.5847578,-8.0537795,110.5844133,-8.0543245
44,Jalan Kaliurang,110.4262209,-7.6096569,110.4262675,-7.6099858
45,Jalan Kaliurang,110.4262209,-7.6096569,110.4268179,-7.6088669
46,,110.7139725,-7.9721191,110.722881,-7.9654841
47,Jalan Karangmojo-Ponjong,110.7139725,-7.9721191,110.7046272,-7.9661081
48,Jalan Kolonel Sugiono,110.3761842,-7.8157626,110.3747938,-7.8155654
49,Jalan Taman Siswa,110.3761842,-7.8157626,110.3761962,-7.8156829
50,Jalan Menteri Supeno,110.3761842,-7.8157626,110.3791986,-7.8161893
51,Jalan Lowanu,110.3761842,-7.8157626,110.3759159,-7.8176439
52,,110.6461523,-8.117857,110.6453544,-8.1171732
53,,110.6461523,-8.117857,110.6461114,-8.1181697
54,Jalan Turi,110.3312027,-7.648567,110.328104,-7.652179
55,Jalan Turi,110.3312027,-7.648567,110.3316097,-7.6477024
56,,110.7478537,-7.9448696,110.749579,-7.9429132
57,,110.7478537,-7.9448696,110.7474554,-7.9446112
58,Jalan Magelang,110.3622064,-7.7534219,110.3622145,-7.7533025
59,Jalan Magelang,110.3622064,-7.7534219,110.3621969,-7.7535613
60,,110.6668074,-8.066171,110.6662944,-8.0655157
61,,110.6668074,-8.066171,110.6668523,-8.066491
62,Jalan Samas,110.2694281,-7.9999842,110.2698765,-8.0000343
63,Jalan Samas,110.2694281,-7.9999842,110.2690954,-7.9999247
64,,110.7588013,-8.0228034,110.7608416,-8.0226939
65,,110.7588013,-8.0228034,110.7576971,-8.022149
66,,110.5128097,-8.0024471,110.512035,-8.0019394
67,,110.5128097,-8.0024471,110.5129284,-8.0031396
68,Jalan Pakem - Cangkringan,110.4534905,-7.6520044,110.4522714,-7.6519092
69,Jalan Pakem - Cangkringan,110.4534905,-7.6520044,110.4538821,-7.6520259
70,Jalan Imogiri Siluk Panggang,110.3948294,-7.9520798,110.3932549,-7.9524995
71,Jalan Imogiri Siluk Panggang,110.3948294,-7.9520798,110.3961651,-7.9526178
72,Jalan Persandian,110.2067522,-7.7092301,110.2047104,-7.7092507
73,Jalan Persandian,110.2067522,-7.7092301,110.2084212,-7.7098261
74,Jalan Jenderal Sudirman,110.3746181,-7.7829852,110.3726432,-7.7829721
75,Jalan Jenderal Sudirman,110.3746181,-7.7829852,110.3749173,-7.7829874
76,Jalan Raya Wonosari - Yogyakarta,110.5107772,-7.8661743,110.5112171,-7.8660215
77,Jalan Raya Wonosari - Yogyakarta,110.5107772,-7.8661743,110.5099665,-7.8654576
78,Jalan Segoroyoso-Sitimulyo,110.4167388,-7.8710599,110.4162696,-7.8733321
79,Jalan Imogiri Siluk Panggang,110.3734656,-7.9252359,110.3768338,-7.9194577
80,Jalan Imogiri Siluk Panggang,110.3734656,-7.9252359,110.3740957,-7.9386144
81,Jalan Berbah - Gedongkuning,110.4246298,-7.804372,110.423411,-7.8042008
82,Jalan Berbah - Gedongkuning,110.4246298,-7.804372,110.4265163,-7.805209
83,Jalan Ahmad Yani,110.3755933,-7.8363728,110.3768894,-7.8363195
84,Jalan Ahmad Yani,110.3755933,-7.8363728,110.3751929,-7.8363421
85,Jalan Lowanu,110.376067,-7.818878,110.3758997,-7.8183461
86,Jalan Lowanu,110.376067,-7.818878,110.3784348,-7.8248063
87,,110.7170505,-8.0056775,110.7188716,-8.0059679
88,,110.7170505,-8.0056775,110.715702,-8.0042313
89,Jalan Nyi Pembayun,110.3947476,-7.825778,110.3945936,-7.827251
90,Jalan Nyi Pembayun,110.3947476,-7.825778,110.3955579,-7.8227598
91,Jalan Sampaan - Berbah,110.4435812,-7.8048389,110.4431454,-7.8095462
92,Jalan Sampaan - Berbah,110.4435812,-7.8048389,110.4436093,-7.8045488
93,Jalan Sampaan - Berbah,110.4435812,-7.8048389,110.4438038,-7.8045689
94,Jalan Sindangsari,110.4612167,-7.8693387,110.4616714,-7.8678601
95,Jalan Sindangsari,110.4612167,-7.8693387,110.4607527,-7.8702195
96,Jalan Insinyur Haji Juanda,110.3383477,-7.8972454,110.3377392,-7.8966705
97,Jalan Insinyur Haji Juanda,110.3383477,-7.8972454,110.3408131,-7.8979002
98,Jalan Kaliurang,110.4268179,-7.6088669,110.4272478,-7.6088605
99,Jalan Lingkar Parangtritis - Panggang,110.3734684,-8.0277436,110.3732025,-8.0276903
100,Jalan Lingkar Parangtritis - Panggang,110.3734684,-8.0277436,110.3743813,-8.0274357
101,Jalan Padjajaran,110.4313542,-7.7671999,110.4310351,-7.766561
102,Jalan Padjajaran,110.4313542,-7.7671999,110.4313936,-7.7681678
103,Jalan Magelang,110.3240629,-7.6464482,110.3232616,-7.6431118
104,Jalan Magelang,110.3240629,-7.6464482,110.3249042,-7.6503075
105,Jalan Jenderal Sudirman,110.3704148,-7.7829494,110.3683843,-7.7828893
106,Jalan Jenderal Sudirman,110.3704148,-7.7829494,110.370591,-7.782895
107,Jalan Jenderal Sudirman,110.3704148,-7.7829494,110.3705807,-7.7829857
108,Jalan Parangtritis,110.315402,-7.9872191,110.3172925,-7.9786312
109,Jalan Parangtritis,110.315402,-7.9872191,110.3153577,-7.9882179
110,Jalan Bakulan - Barongan,110.3552253,-7.9103717,110.3666305,-7.9124918
111,Jalan Bakulan - Barongan,110.3552253,-7.9103717,110.3551231,-7.910355
112,Jalan Lintas Selatan,110.767497,-8.1603659,110.7664044,-8.1599645
113,Jalan Lintas Selatan,110.767497,-8.1603659,110.7684139,-8.160462
114,,110.7543164,-8.0562087,110.7552411,-8.0581335
115,,110.7543164,-8.0562087,110.753428,-8.0529262
116,,110.784561,-7.8572255,110.7838757,-7.8574886
117,,110.784561,-7.8572255,110.7852718,-7.856893
118,Jalan Bangunjiwo,110.3301958,-7.8417971,110.3289804,-7.8415274
119,Jalan Bangunjiwo,110.3301958,-7.8417971,110.3313133,-7.8420576
120,Jalan Kompol Bambang Suprapto,110.379184,-7.7899428,110.3806043,-7.7901999
121,Jalan Kompol Bambang Suprapto,110.379184,-7.7899428,110.3782393,-7.7899931
122,Jalan Kretek Siluk,110.3720358,-7.9572476,110.3681266,-7.9568295
123,Jalan Kretek Siluk,110.3720358,-7.9572476,110.3740785,-7.9571237
124,Jalan Menteri Supeno,110.3802645,-7.8163443,110.3791986,-7.8161893
125,Jalan Menteri Supeno,110.3802645,-7.8163443,110.3803401,-7.8163538
126,,110.1005045,-7.8194458,110.0996643,-7.8197624
127,,110.1005045,-7.8194458,110.1010625,-7.819462
128,Jalan Kolonel Sugiono,110.3740375,-7.8154582,110.3731855,-7.8153373
129,Jalan Kolonel Sugiono,110.3740375,-7.8154582,110.3740855,-7.8154651
130,Jalan Wonosari,110.4520494,-7.8288825,110.4526814,-7.8289431
131,Jalan Wonosari,110.4520494,-7.8288825,110.4500304,-7.8285202
132,,110.774771,-8.0302135,110.7756814,-8.0299326
133,,110.774771,-8.0302135,110.7738729,-8.0300161
134,Jalan Tepus,110.61132,-8.0524566,110.614281,-8.0531201
135,,110.6020322,-7.9646927,110.6021133,-7.9645184
136,Jalan Satria,110.6020322,-7.9646927,110.6007716,-7.9659599
137,,110.6020322,-7.9646927,110.602176,-7.9645506
138,,110.7569876,-7.9428242,110.7573376,-7.94237
139,,110.7569876,-7.9428242,110.7559901,-7.9427995
140,Jalan Magelang,110.3631166,-7.7281005,110.3630707,-7.7279643
141,Jalan Magelang,110.3631166,-7.7281005,110.3634547,-7.7293765
142,Jalan Prambanan - Cangkringan,110.4732586,-7.7185004,110.4712831,-7.7143314
143,Jalan Prambanan - Cangkringan,110.4732586,-7.7185004,110.4724108,-7.7220637
144,Jalan Kleringan,110.3664664,-7.7895549,110.3662769,-7.7895169
145,Jalan Kleringan,110.3664664,-7.7895549,110.3682635,-7.7896681
146,Jalan Nglipar - Wonosari,110.5744502,-7.8857942,110.5746353,-7.8851978
147,Jalan Nglipar - Wonosari,110.5744502,-7.8857942,110.5741554,-7.8866616
148,Jalan Sawahan Lor,110.4374917,-7.7074185,110.4381517,-7.718794
149,Jalan Sawahan Lor,110.4374917,-7.7074185,110.4367577,-7.7073355
150,Jalan Wates,110.325125,-7.8003813,110.3251508,-7.8003764
151,Jalan Wates,110.325125,-7.8003813,110.319862,-7.8013717
152,Jalan Kusumanegara,110.3982634,-7.8022576,110.3993477,-7.802269
153,Jalan Kusumanegara,110.3982634,-7.8022576,110.3982231,-7.8022583
154,Jalan Parangtritis - Panggang,110.3748871,-7.9948074,110.3743212,-7.9943837
155,Jalan Parangtritis - Panggang,110.3748871,-7.9948074,110.3764938,-7.9954223
156,Jalan Kukup - Drini - Indrayanti,110.5706817,-8.132562,110.5699347,-8.1326602
157,Jalan Kukup - Drini - Indrayanti,110.5706817,-8.132562,110.5714273,-8.1321338
158,Jalan Tlogo Putri,110.4319719,-7.5930183,110.4327705,-7.5929946
159,Jalan Tlogo Putri,110.4319719,-7.5930183,110.4311652,-7.5937431
160,Jalan Gito Gati,110.377057,-7.7203542,110.3798842,-7.7207203
161,Jalan Gito Gati,110.377057,-7.7203542,110.3761645,-7.719697
162,,110.6741225,-8.0710806,110.6728551,-8.0716263
163,,110.6741225,-8.0710806,110.677237,-8.0711722
164,Jalan Gedangsari - Wedi,110.5940893,-7.8260521,110.593691,-7.8268054
165,Jalan Gedangsari - Wedi,110.5940893,-7.8260521,110.5941832,-7.824483
166,Jalan Lintas Selatan Samas,110.2851926,-8.001826,110.2854947,-8.0019512
167,Jalan Lintas Selatan Samas,110.2851926,-8.001826,110.2850543,-8.0018161
168,Jalan Brawijaya,110.3365796,-7.8255984,110.3388273,-7.8255785
169,Jalan Brawijaya,110.3365796,-7.8255984,110.3360724,-7.8256291
170,Jalan Langensari,110.3821681,-7.7863215,110.3820984,-7.7869041
171,Jalan Langensari,110.3821681,-7.7863215,110.3823712,-7.7861433
172,Jalan Imogiri - Dlingo,110.456615,-7.937031,110.4552978,-7.9356615
173,Jalan Imogiri - Dlingo,110.456615,-7.937031,110.457363,-7.936787
174,,110.5566765,-7.9231318,110.5557995,-7.9327114
175,,110.5566765,-7.9231318,110.5571406,-7.917885
176,Sermo-Wates,110.1431027,-7.8522196,110.1436968,-7.8526328
177,Sermo-Wates,110.1431027,-7.8522196,110.1414143,-7.8515873
178,,110.6549259,-8.1327545,110.6504338,-8.1312131
179,,110.6549259,-8.1327545,110.6585576,-8.1319473
180,,110.4155964,-7.8909711,110.4153188,-7.8885354
181,,110.4155964,-7.8909711,110.4152986,-7.8924124
182,Jalan Jogja - Solo,110.4395337,-7.7834277,110.4392508,-7.7834259
183,Jalan Jogja - Solo,110.4395337,-7.7834277,110.4467423,-7.7834889
184,Jalan Batikan,110.3838696,-7.8166123,110.3825036,-7.8106452
185,Jalan Batikan,110.3838696,-7.8166123,110.3838987,-7.8168044
186,,110.7738262,-7.9421115,110.7733186,-7.9419827
187,,110.7738262,-7.9421115,110.7759585,-7.9432013
188,,110.5372931,-7.8225472,110.5378535,-7.82288
189,,110.5372931,-7.8225472,110.5372822,-7.8222705
190,Jalan Ki Penjawi,110.3951034,-7.8133735,110.3934403,-7.8137811
191,Jalan Ki Penjawi,110.3951034,-7.8133735,110.3961569,-7.8133296
192,Jalan Persandian,110.2047104,-7.7092507,110.2037622,-7.709046
193,,110.1459056,-7.7438613,110.145966,-7.7432208
194,,110.1459056,-7.7438613,110.1466576,-7.7442028
195,Jalan Magelang,110.3256632,-7.6538448,110.3241873,-7.6463925
196,Jalan Magelang,110.3256632,-7.6538448,110.3262708,-7.6572258
197,,110.1174286,-7.6694677,110.1173897,-7.670125
198,,110.1174286,-7.6694677,110.1167849,-7.6692843
199,Jalan Berbah Prambanan,110.4453838,-7.8046824,110.4438038,-7.8045689
200,Jalan Berbah Utara,110.4453838,-7.8046824,110.4457686,-7.8030997
201,Jalan Magelang,110.361831,-7.7612549,110.3618297,-7.7612829
202,Jalan Magelang,110.361831,-7.7612549,110.3619571,-7.7587449
203,,110.7547295,-7.9431289,110.7554671,-7.9434172
204,,110.7547295,-7.9431289,110.7538172,-7.9433926
205,,110.8000642,-8.1670161,110.7969247,-8.16569
206,,110.8000642,-8.1670161,110.8010258,-8.1679414
207,Jalan Lintas Selatan,110.315149,-8.0098913,110.3166698,-8.0108482
208,Jalan Lintas Selatan,110.315149,-8.0098913,110.3142169,-8.0098422
209,Jalan Laksda Adisucipto,110.4260649,-7.7834379,110.4280432,-7.7834888
210,Jalan Laksda Adisucipto,110.4260649,-7.7834379,110.4257427,-7.783431
211,,110.6823903,-8.0921114,110.6826143,-8.0923384
212,,110.6823903,-8.0921114,110.6824681,-8.0913134
213,,110.6819491,-8.1778657,110.6823488,-8.1781936
214,,110.6819491,-8.1778657,110.6818727,-8.1773015
215,Jalan Siliwangi,110.3632173,-7.7496815,110.3624802,-7.7493921
216,Jalan Padjajaran,110.3632173,-7.7496815,110.3644926,-7.7501568
217,Jalan Kebon Agung,110.3499926,-7.7368481,110.3485867,-7.7369764
218,Jalan Kebon Agung,110.3499926,-7.7368481,110.3526821,-7.7381111
219,Jalan Imogiri - Dlingo,110.3962462,-7.9240019,110.3958037,-7.9236439
220,Jalan Imogiri - Dlingo,110.3962462,-7.9240019,110.3969979,-7.9242137
221,Jalan Kukup - Drini - Indrayanti,110.5546964,-8.1264786,110.5542343,-8.1254752
222,Jalan Kukup - Drini - Indrayanti,110.5546964,-8.1264786,110.5565733,-8.127981
223,,110.5546964,-8.1264786,110.5539528,-8.1264403
224,Jalan Tepus,110.6297138,-8.098069,110.6301322,-8.0969065
225,Jalan Tepus,110.6297138,-8.098069,110.6299739,-8.0985177
226,Jalan Imogiri - Dlingo,110.4147428,-7.9289252,110.4145919,-7.928542
227,Jalan Imogiri - Dlingo,110.4147428,-7.9289252,110.4145778,-7.9292984
228,,110.2266764,-7.8069223,110.2270277,-7.8075813
229,,110.2266764,-7.8069223,110.2254465,-7.8062327
230,Jalan Jogja - Solo,110.4778566,-7.7597885,110.4770283,-7.7607029
231,Jalan Jogja - Solo,110.4778566,-7.7597885,110.4779885,-7.7596786
232,,110.1296648,-7.7503827,110.130937,-7.7513729
233,,110.1296648,-7.7503827,110.1295127,-7.7489323
234,Jalan Cangkringan,110.4650281,-7.7292662,110.4615442,-7.7313801
235,Jalan Cangkringan,110.4650281,-7.7292662,110.4684052,-7.7293158
236,Jalan Panggang - Wonosari,110.4778236,-8.0340872,110.4760748,-8.0352876
237,Jalan Panggang - Wonosari,110.4778236,-8.0340872,110.480171,-8.0346034
238,Jalan Mataram,110.3676292,-7.7907409,110.3675078,-7.7902426
239,Jalan Mataram,110.3676292,-7.7907409,110.3676987,-7.7936934
240,Jalan Mataram,110.3676292,-7.7907409,110.3676978,-7.790523
241,Jalan Panggang - Wonosari,110.4893786,-8.0383942,110.4881448,-8.0371666
242,Jalan Panggang - Wonosari,110.4893786,-8.0383942,110.4905139,-8.038983
243,,110.5341149,-7.8453673,110.5341896,-7.8446679
244,,110.5341149,-7.8453673,110.5327118,-7.8492585
245,Jalan Rindang,110.3281548,-7.8253715,110.3280267,-7.8255768
246,Jalan Rindang,110.3281548,-7.8253715,110.3282022,-7.8222124
247,Jalan Rindang,110.3281548,-7.8253715,110.3282644,-7.8255313
248,Jalan Pramuka,110.6268636,-7.9615188,110.6184015,-7.9630842
249,Jalan Pramuka,110.6268636,-7.9615188,110.6366116,-7.9592225
250,,110.7008966,-8.1463582,110.6986592,-8.146941
251,,110.7008966,-8.1463582,110.703029,-8.1463036
252,Jalan Raya Wonosari - Yogyakarta,110.4857242,-7.8388364,110.4852521,-7.8391759
253,Jalan Raya Wonosari - Yogyakarta,110.4857242,-7.8388364,110.485891,-7.8385548
254,Jalan Semin-Cawas,110.7256825,-7.8290162,110.7282432,-7.8353881
255,Jalan Semin-Cawas,110.7256825,-7.8290162,110.7245949,-7.8257067
256,Jalan Magelang,110.3241873,-7.6463925,110.3234249,-7.643053
257,,110.5210622,-8.0463645,110.5202599,-8.0457863
258,,110.5210622,-8.0463645,110.5211741,-8.047606
259,,110.1352344,-7.7363916,110.1352237,-7.7361391
260,,110.1352344,-7.7363916,110.1348509,-7.737088
261,Jalan Nyi Tjondro Loekito,110.3693727,-7.7619996,110.3693706,-7.7620487
262,Jalan Nyi Tjondro Loekito,110.3693727,-7.7619996,110.3693742,-7.7619753
263,Jalan Dokter Sutomo,110.3779409,-7.7915054,110.3781527,-7.7900053
264,Jalan Dokter Sutomo,110.3779409,-7.7915054,110.3779138,-7.7921711
265,Jalan Wonosari,110.40989,-7.8125689,110.4092312,-7.8120346
266,Jalan Wonosari,110.40989,-7.8125689,110.41009,-7.8127324
267,Jalan Gedangsari - Wonosari/Sambipitu,110.5715467,-7.8807608,110.5714542,-7.8811328
268,Jalan Gedangsari - Wonosari/Sambipitu,110.5715467,-7.8807608,110.5721542,-7.8800155
269,,110.5467108,-8.1138859,110.5465981,-8.1131331
270,,110.5467108,-8.1138859,110.5465961,-8.1147277
271,Jalan Magelang,110.3268489,-7.6585747,110.3267966,-7.6584822
272,Jalan Magelang,110.3268489,-7.6585747,110.3329626,-7.668301
273,Jalan Jogja - Solo,110.4890936,-7.7554549,110.4889856,-7.7554729
274,Jalan Piyungan - Prambanan,110.4890936,-7.7554549,110.4889595,-7.7559637
275,Jalan Jogja - Solo,110.4890936,-7.7554549,110.4897671,-7.7553384
276,Jalan Jenderal Sudirman,110.3674735,-7.7828274,110.3672797,-7.7828228
277,Jalan Jenderal Sudirman,110.3674735,-7.7828274,110.3682748,-7.7828453
278,Jalan Raya Wates,110.2072893,-7.8752105,110.2078459,-7.874456
279,Jalan Raya Wates,110.2072893,-7.8752105,110.2057625,-7.8759285
280,Jalan Imogiri Siluk Panggang,110.4188177,-8.0039212,110.4185683,-8.0034597
281,Jalan Imogiri Siluk Panggang,110.4188177,-8.0039212,110.4183912,-8.0049803
282,Jalan Raya Panggang Wonosari,110.5153987,-8.030337,110.5153289,-8.0293112
283,Jalan Raya Panggang Wonosari,110.5153987,-8.030337,110.5159671,-8.0312743
284,Jalan Ki Penjawi,110.3932534,-7.8138574,110.3916538,-7.8144046
285,Jalan Ki Penjawi,110.3932534,-7.8138574,110.3934403,-7.8137811
286,Jalan Sedayu - Pajangan,110.2523833,-7.8372217,110.2529855,-7.8364033
287,Jalan Sedayu - Pajangan,110.2523833,-7.8372217,110.2520951,-7.8382184
288,Jalan Kusumanegara,110.3956783,-7.8021829,110.396405,-7.8021936
289,Jalan Kusumanegara,110.3956783,-7.8021829,110.3951968,-7.8021719
290,Jalan Kretek Siluk,110.3744073,-7.9586047,110.3744684,-7.9576318
291,Jalan Kretek Siluk,110.3744073,-7.9586047,110.3760405,-7.959802
292,Jalan Nanggulan-Mendut,110.2134697,-7.7421363,110.2115647,-7.7537307
293,Jalan Nanggulan-Mendut,110.2134697,-7.7421363,110.2135526,-7.7415502
294,Jalan Imogiri - Dlingo,110.459246,-7.937896,110.458045,-7.938103
295,Jalan Imogiri - Dlingo,110.459246,-7.937896,110.459352,-7.937199
296,Jalan Raya Wonosari - Yogyakarta,110.5548902,-7.9043784,110.5539259,-7.9053561
297,Jalan Raya Wonosari - Yogyakarta,110.5548902,-7.9043784,110.5549465,-7.9038803
298,,110.7969247,-8.16569,110.7940131,-8.1649134
299,,110.7562788,-7.8618923,110.7555573,-7.8614387
300,,110.7562788,-7.8618923,110.7581783,-7.8618719
301,Jalan Jogja - Solo,110.4890983,-7.7555771,110.4889695,-7.7555991
302,Jalan Jogja - Solo,110.4890983,-7.7555771,110.4898371,-7.7554392
303,Jalan Magelang,110.3627945,-7.7391562,110.36281,-7.7383872
304,Jalan Magelang,110.3627945,-7.7391562,110.3625474,-7.7444962
305,Jalan Kyai Mojo,110.3526999,-7.7817378,110.3569163,-7.7826765
306,Jalan Haji Oemar Said Cokroaminoto,110.3526999,-7.7817378,110.3527114,-7.7816582
307,Jalan Kyai Mojo,110.3526999,-7.7817378,110.3525901,-7.7816656
308,Jalan Haji Oemar Said Cokroaminoto,110.3526999,-7.7817378,110.3526047,-7.7858782
309,Jalan Piyungan - Prambanan,110.4793796,-7.8248009,110.4778863,-7.8304502
310,Jalan Piyungan - Prambanan,110.4793796,-7.8248009,110.482944,-7.8111846
311,Jalan Gedangsari - Wonosari/Sambipitu,110.5911671,-7.8467899,110.5909313,-7.8479244
312,Jalan Gedangsari - Wonosari/Sambipitu,110.5911671,-7.8467899,110.5917732,-7.8465521
313,Jalan Purwobinangun,110.4588389,-7.700482,110.4638171,-7.7001522
314,Jalan Purwobinangun,110.4588389,-7.700482,110.4574233,-7.700976
315,jalan bibis,110.2907996,-7.7796685,110.293921,-7.7811165
316,jalan bibis,110.2907996,-7.7796685,110.2910575,-7.7786567
317,,110.1264918,-7.6716694,110.1285001,-7.672512
318,,110.1264918,-7.6716694,110.1249388,-7.6715431
319,Jalan Imogiri Siluk Panggang,110.4092436,-7.9672078,110.4091685,-7.9666673
320,Jalan Imogiri Siluk Panggang,110.4092436,-7.9672078,110.4090384,-7.9678666
321,Jalan Nglipar - Wonosari,110.6164463,-7.8992238,110.6164482,-7.8980275
322,Jalan Nglipar - Wonosari,110.6164463,-7.8992238,110.6161399,-7.9008489
323,,110.7548314,-8.0612108,110.7554631,-8.0620314
324,,110.7548314,-8.0612108,110.754756,-8.0597223
325,Jalan Persatuan,110.3785344,-7.7658962,110.3785487,-7.7658575
326,Jalan Agro,110.3785344,-7.7658962,110.3813156,-7.7666516
327,Jalan Teknika Selatan,110.3785344,-7.7658962,110.3760516,-7.7648623
328,Jalan Persatuan,110.3785344,-7.7658962,110.3781252,-7.7670135
329,Jalan Lingkar Parangtritis - Panggang,110.3913626,-8.030507,110.3906196,-8.0301232
330,Jalan Lingkar Parangtritis - Panggang,110.3913626,-8.030507,110.3922933,-8.0322852
331,Jalan Brawijaya,110.3454325,-7.8266125,110.3514513,-7.827386
332,Jalan Brawijaya,110.3454325,-7.8266125,110.3451189,-7.826564
333,Jalan Dlingo,110.4676728,-7.9287545,110.4670009,-7.9307323
334,Jalan Dlingo,110.4676728,-7.9287545,110.4677184,-7.9281169
335,Jalan Nglipar - Ngawen,110.6484805,-7.8585985,110.6474405,-7.8584737
336,Jalan Nglipar - Ngawen,110.6484805,-7.8585985,110.6492396,-7.8582598
337,Jalan Wonosari - Baron,110.5705677,-8.0855151,110.5685654,-8.0836403
338,Jalan Wonosari - Baron,110.5705677,-8.0855151,110.5705027,-8.0863509
339,,110.4825875,-7.7814336,110.4886277,-7.781513
340,,110.1047557,-7.890038,110.1060938,-7.8901125
341,,110.1047557,-7.890038,110.0880022,-7.8873327
342,Jalan Raya Wonosari - Yogyakarta,110.482899,-7.8420609,110.4827173,-7.842504
343,Jalan Raya Wonosari - Yogyakarta,110.482899,-7.8420609,110.4829118,-7.8403942
344,,110.6892792,-8.1504208,110.6877065,-8.1518437
345,,110.6892792,-8.1504208,110.6904705,-8.1507937
346,Jalan Magelang,110.3479375,-7.6996431,110.34918,-7.7019802
347,Jalan Magelang,110.3479375,-7.6996431,110.3433827,-7.691006
348,,110.7106613,-8.1644066,110.7107231,-8.1628404
349,,110.7106613,-8.1644066,110.7104865,-8.1649917
350,Jalan Laksda Adisucipto,110.3939263,-7.7831762,110.3951113,-7.7832064
351,Jalan Laksda Adisucipto,110.3939263,-7.7831762,110.3936478,-7.7831708
352,Jalan Panggang - Wonosari,110.4949384,-8.0392835,110.4936784,-8.039045
353,Jalan Panggang - Wonosari,110.4949384,-8.0392835,110.4964269,-8.0398109
354,,110.5249004,-8.0486498,110.5237833,-8.0488523
355,,110.5249004,-8.0486498,110.5253621,-8.0488324
356,Jalan Raya Wonosari - Yogyakarta,110.508716,-7.8637392,110.5087093,-7.8644207
357,Jalan Raya Wonosari - Yogyakarta,110.508716,-7.8637392,110.5080293,-7.8622632
358,Jalan Kyai Mojo,110.3574264,-7.7827022,110.3579263,-7.7827513
359,Jalan Kyai Mojo,110.3574264,-7.7827022,110.3569394,-7.7826098
360,,110.4153188,-7.8852509,110.4153188,-7.8885354
361,,110.4153188,-7.8852509,110.415384,-7.8846186
362,,110.7838757,-7.8574886,110.781894,-7.8576989
363,Jalan Berbah Utara,110.4457686,-7.8030997,110.4452817,-7.8022265
364,Jalan Lingkar Parangtritis - Panggang,110.4109287,-8.0367407,110.4095667,-8.0352477
365,Jalan Lingkar Parangtritis - Panggang,110.4109287,-8.0367407,110.4119854,-8.0370189
366,Jalan Manding-Jetis,110.3646681,-7.8968596,110.361363,-7.8964675
