,name,start_x,start_y,end_x,end_y
5589,,110.1014393,-7.7788538,110.1019254,-7.7785701
5590,Jalan Lintas Selatan Samas,110.2851457,-8.0019105,110.2854227,-8.0020228
5591,Jalan Magelang,110.3376701,-7.6781567,110.3355271,-7.6725891
5592,Jalan Jendral Sudirman,110.3262986,-7.8898655,110.3257672,-7.8910175
5593,Jalan Karangmojo-Semanu,110.6777179,-7.9575175,110.6742123,-7.9632738
5594,Jalan Padjajaran,110.3967389,-7.758338,110.3966305,-7.7583524
5595,,110.7933828,-8.1651483,110.7940131,-8.1649134
5596,Jalan Yos Sudarso,110.373216,-7.7879778,110.3732016,-7.7877723
5597,Jalan Raya Wonosari - Yogyakarta,110.4821107,-7.8440187,110.4818762,-7.8441769
5598,Jalan Raya Wonosari - Yogyakarta,110.4821107,-7.8440187,110.4819381,-7.8433303
5599,,110.5339967,-7.8441862,110.5341896,-7.8446679
5600,,110.2092923,-7.7680638,110.2092885,-7.7676415
5601,,110.2092923,-7.7680638,110.2094974,-7.7683671
5602,Jalan Padjajaran,110.4313507,-7.767625,110.4312011,-7.7689922
5603,Jalan Parangtritis - Panggang,110.3913995,-8.0029889,110.3902676,-8.0030732
5604,Jalan Segoroyoso-Sitimulyo,110.4301896,-7.8570465,110.4296333,-7.8570114
5605,Jalan Karangmojo-Semin,110.7229675,-7.8775032,110.7238258,-7.8769628
5606,Jalan Karangmojo-Semin,110.7229675,-7.8775032,110.7228639,-7.8775712
5607,Jalan Ki Mangunsarkoro,110.3801197,-7.7981375,110.3780807,-7.7979324
5608,Jalan Parangtritis,110.315186,-7.9968779,110.3151927,-7.9966093
5609,Jalan Raya Wates,110.2782994,-7.8111634,110.2751395,-7.8114459
5610,Jalan Kyai Legi,110.5886956,-7.9677521,110.5889087,-7.9658028
5611,Jalan Bibis - Slarong - Pajangan,110.3148459,-7.8747263,110.3147601,-7.8750624
5612,Pembangunan Jalan Baru Ngalang - Tawang,110.5474054,-7.8653438,110.5536926,-7.8669465
5613,Jalan Cangkringan,110.4601607,-7.731637,110.4585318,-7.731703
5614,Jalan Cangkringan,110.4601607,-7.731637,110.4608306,-7.7322134
5615,,110.4173035,-7.6670679,110.4177401,-7.6672689
5616,Jalan Raya Wonosari - Yogyakarta,110.5506657,-7.9020339,110.5529536,-7.9026901
5617,Jalan Raya Wonosari - Yogyakarta,110.5506657,-7.9020339,110.549798,-7.9008171
5618,,110.4307493,-7.6681401,110.4304917,-7.6681983
5619,,110.4307493,-7.6681401,110.4312444,-7.6680396
5620,,110.780219,-7.8583111,110.7790303,-7.8594853
5621,Jalan Imogiri Siluk Panggang,110.3775765,-7.9495738,110.3745826,-7.946172
5622,,110.2283702,-7.8012169,110.2276647,-7.8005366
5623,Jalan Jogja - Solo,110.4664897,-7.7728262,110.4662854,-7.7729972
5624,Jalan Gedangsari - Wonosari/Sambipitu,110.5682945,-7.8815127,110.5673893,-7.8812948
5625,Jalan Gedangsari - Wonosari/Sambipitu,110.5682945,-7.8815127,110.5688498,-7.8819429
5626,,110.7601992,-7.9415417,110.7617794,-7.9415292
5627,Jalan Wonosari - Baron,110.575849,-8.0696638,110.5755821,-8.0697209
5628,,110.7605459,-7.8612117,110.7610165,-7.8609957
5629,,110.546405,-8.1097913,110.5464781,-8.1087458
5630,,110.546405,-8.1097913,110.5459678,-8.1108575
5631,Jalan Kapten Hariyadi,110.3894608,-7.722612,110.3890783,-7.7226104
5632,Jalan Kapten Hariyadi,110.3894608,-7.722612,110.3898907,-7.7227536
5633,,110.5471185,-7.957568,110.5477984,-7.954715
5634,Jalan Daendels,110.0546733,-7.8938171,110.0532165,-7.8922184
5635,Jalan Daendels,110.0546733,-7.8938171,110.0550166,-7.8940423
5636,Jalan Daendels,110.0546733,-7.8938171,110.0560329,-7.8951084
5637,,110.5249178,-7.8187845,110.5249481,-7.817414
5638,,110.0956406,-7.783904,110.0960246,-7.7834293
5639,,110.6665827,-8.067129,110.6668523,-8.066491
5640,Jalan Nglipar - Wonosari,110.5775227,-7.8823483,110.5790596,-7.8827521
5641,Jalan Bantul,110.3357583,-7.8747816,110.334537,-7.8784498
5642,Jalan Segoroyoso-Sitimulyo,110.4399844,-7.847146,110.4393902,-7.8475884
5643,Jalan Raya Tajem,110.4312373,-7.7666857,110.4313329,-7.7663068
5644,Jalan Dokter Radjimin,110.3436931,-7.7125842,110.3450273,-7.7117813
5645,Jalan Dlingo,110.4635006,-7.9375011,110.4633329,-7.9374666
5646,Jalan Lingkar Parangtritis - Panggang,110.3938354,-8.0328792,110.3935281,-8.032291
5647,Jalan Lingkar Parangtritis - Panggang,110.3938354,-8.0328792,110.3936337,-8.0338682
5648,,110.2701281,-7.7158849,110.2696171,-7.7163939
5649,Jalan Tempel-Balangan,110.2701281,-7.7158849,110.2717495,-7.7142822
5650,Jalan Dlingo - Pathuk,110.4683433,-7.912213,110.4690501,-7.9113988
5651,Jalan Dlingo - Pathuk,110.4683433,-7.912213,110.4673938,-7.9127338
5652,Jalan Affandi,110.395628,-7.758466,110.3956665,-7.7583707
5653,Jalan Laksda Adisucipto,110.4188504,-7.7833711,110.4138448,-7.7833561
5654,Jalan Nglipar - Wonosari,110.6051302,-7.927353,110.6044734,-7.9300037
5655,Jalan Abu Bakar Ali,110.3700219,-7.7894278,110.3692651,-7.7896379
5656,Jalan Padjajaran,110.3755945,-7.7519962,110.3749413,-7.7518802
5657,Jalan Nyi Tjondro Loekito,110.3697119,-7.7582501,110.3697185,-7.7581717
5658,,110.7331645,-7.9511229,110.7321701,-7.9514466
5659,Jalan Monjali,110.3682446,-7.7722172,110.369061,-7.7669613
5660,Jalan Monjali,110.3682446,-7.7722172,110.3677216,-7.7773336
5661,Jalan Raya Tajem,110.4350573,-7.726196,110.4350521,-7.724247
5662,Jalan Raya Tajem,110.4350573,-7.726196,110.4350516,-7.7263273
5663,,110.6459438,-8.1201207,110.645742,-8.1211151
5664,Jalan Panggang - Wonosari,110.5010569,-8.0433574,110.4994483,-8.04249
5665,Jalan Panggang - Wonosari,110.5010569,-8.0433574,110.5021781,-8.0443374
5666,Jalan Imogiri - Dlingo,110.4016958,-7.9258552,110.4003768,-7.9253348
5667,,110.6667705,-8.1380742,110.6658525,-8.1374482
5668,,110.6667705,-8.1380742,110.6678632,-8.1396952
5669,Jalan Nglipar - Ngawen,110.6198345,-7.8746207,110.6196803,-7.8754762
5670,Jalan Magelang,110.3625389,-7.7447979,110.3625474,-7.7444962
5671,Jalan Tepus,110.6251627,-8.0752898,110.6251359,-8.0769721
5672,,110.5486715,-7.9463937,110.5477984,-7.954715
5673,Jalan Nglipar - Wonosari,110.5992425,-7.885397,110.5996647,-7.8856862
5674,Jalan Ahmad Yani,110.4103553,-7.8231903,110.4107772,-7.8212014
5675,Jalan Ahmad Yani,110.4103553,-7.8231903,110.4084188,-7.8268878
5676,,110.4617176,-7.7489128,110.4628918,-7.7491718
5677,,110.0999336,-7.7825346,110.0993854,-7.7820222
5678,Jalan Jogja - Solo,110.4298085,-7.7835051,110.4359852,-7.7835386
5679,Jalan Padjajaran,110.3640408,-7.7498999,110.3620873,-7.7491205
5680,,110.145966,-7.7432208,110.1453008,-7.7425165
5681,Jalan Nglipar - Wonosari,110.6148854,-7.9075784,110.6152949,-7.9062076
5682,Jalan Nglipar - Wonosari,110.6148854,-7.9075784,110.6145399,-7.9080924
5683,Jalan Jetis - Karangsemut,110.3778174,-7.897871,110.3778654,-7.8978772
5684,Jalan Nasional,110.6515509,-7.9975205,110.6522575,-7.9977636
5685,Jalan Tembi - Sudimoro,110.3658548,-7.8725616,110.3642508,-7.871803
5686,Jalan Tembi - Sudimoro,110.3658548,-7.8725616,110.3660077,-7.8726546
5687,Jalan Profesor Dokter Soepomo,110.3179472,-7.8905433,110.3170795,-7.8903467
5688,Jalan Nanggulan-Mendut,110.2244326,-7.7171421,110.2249578,-7.7166159
5689,,110.6781797,-8.1665168,110.6772283,-8.168046
5690,Jalan Turi,110.3745385,-7.6528183,110.3712755,-7.6525791
5691,Jalan Persandian,110.1929128,-7.6941548,110.1933412,-7.6939073
5692,Jalan Padjajaran,110.3902052,-7.7598447,110.3942205,-7.7588096
5693,Jalan Padjajaran,110.3902052,-7.7598447,110.3890948,-7.7597842
5694,,110.1663809,-7.6649155,110.1655193,-7.6632734
5695,Jalan Raya Wonosari - Yogyakarta,110.5273318,-7.8728406,110.5278401,-7.8731966
5696,Jalan Ringin Harjo,110.3170795,-7.8903467,110.3182194,-7.8852788
5697,Jalan Wates,110.3290074,-7.8006153,110.3293165,-7.8002209
5698,Jalan Pleret,110.4079102,-7.8653306,110.4076543,-7.866881
5699,Jalan Pleret,110.4079102,-7.8653306,110.4088693,-7.861324
5700,Jalan Srandakan,110.24688,-7.9386028,110.2465081,-7.9386112
5701,Jalan Godean,110.3320826,-7.7772516,110.3317056,-7.7771685
5702,Jalan KRT Kertodiniingrat,110.1696284,-7.8502959,110.1700665,-7.850894
5703,Jalan KRT Kertodiniingrat,110.1696284,-7.8502959,110.1680117,-7.850007
5704,,110.1221164,-7.7317079,110.1216068,-7.732381
5705,Jalan Bibis,110.314583,-7.84455,110.3136632,-7.8408154
5706,Jalan Bibis,110.314583,-7.84455,110.314701,-7.8463502
5707,Jalan Kukup - Drini - Indrayanti,110.5894518,-8.1320668,110.5903637,-8.132858
5708,,110.6762856,-8.1400331,110.6762266,-8.1393673
5709,,110.6762856,-8.1400331,110.6758156,-8.140886
5710,Jalan Tentara Pelajar,110.3474499,-7.889922,110.347363,-7.8888583
5711,Jalan Berbah - Gedongkuning,110.4283714,-7.8048608,110.4285012,-7.8039376
5712,,110.6977473,-8.1288566,110.6981255,-8.1298921
5713,Jalan Nanggulan-Mendut,110.2133457,-7.7368461,110.2136026,-7.7366478
5714,Jalan Nanggulan-Mendut,110.2133457,-7.7368461,110.213165,-7.737098
5715,Jalan Nanggulan-Mendut,110.2135526,-7.7415502,110.2142463,-7.7378232
5716,Jalan Lingkar Sermo,110.1156811,-7.8338032,110.1161505,-7.8339586
5717,,110.6458752,-8.045412,110.6474304,-8.0487341
5718,Jalan Kretek Siluk,110.3153541,-7.9908338,110.3157379,-7.9907401
5719,Jalan Sugiarno,110.2539457,-7.618066,110.2567037,-7.6196009
5720,Jalan Nglipar - Ngawen,110.6589089,-7.8511236,110.6582062,-7.8518357
5721,Jalan Turi,110.3489656,-7.6504783,110.3512758,-7.6517729
5722,Jalan Laksda Adisucipto,110.3877758,-7.7831109,110.3879747,-7.783104
5723,Jalan Laksda Adisucipto,110.3877758,-7.7831109,110.387698,-7.7831112
5724,Jalan Letnan Jenderal Parman,110.3536195,-7.8082611,110.351174,-7.807951
5725,Jalan Pajangan,110.3115964,-7.8804307,110.3120963,-7.8800564
5726,Jalan Haji Oemar Said Cokroaminoto,110.3539476,-7.7892851,110.3538794,-7.7901394
5727,Jalan Haji Oemar Said Cokroaminoto,110.3539476,-7.7892851,110.3540382,-7.78835
5728,Jalan Kamijo,110.16766,-7.8531774,110.1680117,-7.850007
5729,Jalan Nglipar - Ngawen,110.622738,-7.8682985,110.6233949,-7.8674095
5730,Jalan Bibis - Slarong - Pajangan,110.3150752,-7.8760701,110.3145113,-7.8778077
5731,Jalan Persandian,110.2013013,-7.706077,110.2007166,-7.7050005
5732,Jalan Kasatrian,110.5996267,-7.9609588,110.5995047,-7.9609083
5733,Jalan Tepus,110.6247134,-8.0777807,110.6251359,-8.0769721
5734,Jalan Raya Panggang Wonosari,110.5154385,-8.0221949,110.5156495,-8.0249601
5735,Jalan Ahmad Yani,110.4079796,-7.8284141,110.4084188,-7.8268878
5736,,110.5532959,-8.0983134,110.5533519,-8.0970785
5737,,110.5532959,-8.0983134,110.5515555,-8.0988875
5738,Jalan Raya Wates,110.2173939,-7.8493155,110.2172584,-7.8503657
5739,Jalan Raya Wates,110.2173939,-7.8493155,110.218041,-7.8462345
5740,Jalan Suroto,110.3747127,-7.7842694,110.3749173,-7.7829874
5741,,110.1247551,-7.7193754,110.1257153,-7.7200087
5742,,110.4908444,-7.9253262,110.491836,-7.925162
5743,Jalan Tritunggal,110.3784348,-7.8248063,110.3752318,-7.8254639
5744,Jalan Sorogenen,110.3784348,-7.8248063,110.3814051,-7.8248034
5745,Jalan Daendels,110.0671115,-7.9000965,110.0691958,-7.9005328
5746,Bunderan Jombor,110.362228,-7.7489898,110.3621914,-7.7490055
5747,Bunderan Jombor,110.362228,-7.7489898,110.3625332,-7.7491521
5748,Jalan Langensari,110.3864383,-7.7862261,110.3823712,-7.7861433
5749,,110.7367542,-7.8520186,110.7368516,-7.851801
5750,,110.7367542,-7.8520186,110.7367703,-7.8520584
5751,,110.7367542,-7.8520186,110.7366709,-7.8518213
5752,Jalan Daendels,110.0381628,-7.8844222,110.0364481,-7.8848681
5753,,110.1833781,-7.9201226,110.1834942,-7.9202471
5754,Jalan Raya Wates,110.2977629,-7.8056548,110.2914759,-7.8074192
5755,Jalan Letnan Kolonel Subadri,110.3289843,-7.7179535,110.3287712,-7.7199878
5756,,110.0845836,-7.9070086,110.0846124,-7.9069382
5757,Jalan Ipda Tut Harsono,110.3926608,-7.7963512,110.3931261,-7.7925955
5758,Jalan Karangmojo-Ponjong,110.6943771,-7.9623428,110.6931795,-7.9621528
5759,Jalan Lingkar Parangtritis - Panggang,110.363361,-8.0233035,110.36341,-8.0221368
5760,Jalan Lingkar Parangtritis - Panggang,110.363361,-8.0233035,110.3630351,-8.0241056
5761,,110.1761609,-7.7480765,110.1768717,-7.7482785
5762,Jalan Persandian,110.2002338,-7.7045753,110.2007166,-7.7050005
5763,Jalan Laksda Adisucipto,110.4104992,-7.7833502,110.4103653,-7.7833504
5764,Jalan Majapahit,110.4104992,-7.7833502,110.4104911,-7.7835635
5765,Jalan Wates,110.3295698,-7.7998574,110.3293165,-7.8002209
5766,Jalan Wates,110.3295698,-7.7998574,110.3296473,-7.7998724
5767,,110.5366827,-7.8241983,110.5363105,-7.8251626
5768,Jalan Gedangsari - Wedi,110.5910668,-7.8103133,110.5918296,-7.8095843
5769,Jalan Raya Wates,110.205102,-7.8759346,110.1988994,-7.8725589
5770,Jalan Sindangsari,110.4602243,-7.8705609,110.4607527,-7.8702195
5771,Jalan Sindangsari,110.4602243,-7.8705609,110.4598823,-7.8711295
5772,Jalan Gedangsari - Wonosari/Sambipitu,110.583107,-7.86113,110.5846117,-7.8586749
5773,Jalan Yos Sudarso,110.3752252,-7.7872969,110.3752797,-7.7873787
5774,Bunderan Jombor,110.3621914,-7.7490055,110.3620622,-7.7493056
5775,Jalan Semin-Cawas,110.7366709,-7.8518213,110.7360324,-7.8508419
5776,,110.7366709,-7.8518213,110.7368516,-7.851801
5777,,110.1072751,-7.8365812,110.1061989,-7.837302
5778,,110.2171797,-7.8334663,110.2188892,-7.8340476
5779,,110.516233,-7.7870298,110.5146137,-7.78545
5780,,110.5199839,-7.9366458,110.5214913,-7.9367427
5781,,110.5199839,-7.9366458,110.5181875,-7.9357392
5782,,110.5544047,-8.0901968,110.5547883,-8.0897334
5783,Jalan Panggang - Wonosari,110.4655408,-8.0367236,110.4682535,-8.036184
5784,,110.7972492,-7.941535,110.7961509,-7.942423
5785,,110.7972492,-7.941535,110.7986292,-7.94007
5786,Jalan Imogiri Timur,110.3855566,-7.8929829,110.3855841,-7.8928981
5787,Jalan Cik di Tiro,110.375339,-7.7809375,110.3750283,-7.7829922
5788,Jalan Magelang,110.3249042,-7.6503075,110.3256307,-7.6541131
5789,Jalan Dokter Wahidin Sudiro Husodo,110.3502003,-7.895086,110.3516881,-7.8953729
5790,Jalan Dokter Wahidin,110.3789684,-7.7849459,110.3792572,-7.7830112
5791,Jalan Kusumanegara,110.3861149,-7.8019472,110.3891027,-7.8020043
5792,Jalan Karangmojo-Semin,110.719671,-7.8818787,110.7182682,-7.8824273
5793,,110.6371495,-8.1393062,110.638205,-8.1375232
5794,Jalan Turi,110.3512758,-7.6517729,110.352672,-7.6523113
5795,,110.5422261,-8.0663701,110.5414604,-8.0658901
5796,Jalan Raya Tajem,110.4340819,-7.7450376,110.4341118,-7.745765
5797,Jalan Raya Tajem,110.4340819,-7.7450376,110.4346361,-7.7353256
5798,,110.5241104,-7.8125531,110.5239549,-7.8118224
5799,,110.2533308,-7.6442252,110.2539061,-7.6470404
5800,Jalan Affandi,110.3900619,-7.7709967,110.390837,-7.7693152
5801,Jalan Affandi,110.3900619,-7.7709967,110.3895341,-7.7734107
5802,Jalan Panggang,110.4226626,-8.018862,110.4228048,-8.0202696
5803,Jalan Gedangsari - Wonosari/Sambipitu,110.588039,-7.8534602,110.5878244,-7.8535874
5804,Jalan Gedangsari - Wonosari/Sambipitu,110.588039,-7.8534602,110.5891635,-7.8529636
5805,,110.1367103,-7.7339079,110.1370624,-7.734294
5806,,110.1274768,-7.7220566,110.1271811,-7.7217988
5807,Jalan Imogiri Timur,110.3832757,-7.9070033,110.3817067,-7.9199267
5808,Jalan Ki Mangunsarkoro,110.3780807,-7.7979324,110.3779837,-7.7980245
5809,Jalan Imogiri Timur,110.3917395,-7.873174,110.3892468,-7.8630083
5810,Jalan Kaliurang,110.4250444,-7.6239666,110.4245912,-7.6242936
5811,Jalan Kaliurang,110.4250444,-7.6239666,110.4254897,-7.6220658
5812,Jalan Imogiri Timur,110.3817067,-7.9199267,110.3810857,-7.9202042
5813,Jalan Imogiri Timur,110.3817067,-7.9199267,110.3816474,-7.9206355
5814,Jalan Tembi - Sudimoro,110.3515935,-7.8695991,110.3591831,-7.8708362
5815,Jalan Magelang,110.3615299,-7.766571,110.3617428,-7.7613417
5816,Jalan Kolonel Sugiono,110.3731304,-7.8152938,110.3731855,-7.8153373
5817,Jalan Kolonel Sugiono,110.3731304,-7.8152938,110.3693287,-7.8147423
5818,,110.1106614,-7.8744533,110.1106703,-7.8730312
5819,Jalan Kusumanegara,110.4001854,-7.8022465,110.4002155,-7.8022497
5820,,110.322859,-7.7907799,110.3227584,-7.7902524
5821,,110.6070927,-7.9639857,110.6067304,-7.9639843
5822,Jalan Jogja - Solo,110.4688732,-7.7702496,110.4737994,-7.7644832
5823,Jalan Jogja - Solo,110.4688732,-7.7702496,110.46851,-7.7706643
5824,Jalan Tepus,110.6273621,-8.0878911,110.6268914,-8.0869955
5825,Jalan Tepus,110.6273621,-8.0878911,110.6283264,-8.0882397
5826,Jalan Kukup - Drini - Indrayanti,110.59824,-8.1433892,110.5979537,-8.1429518
5827,,110.7535057,-8.0519899,110.7548073,-8.0495096
5828,Jalan Ahmad Yani,110.4102507,-7.8168846,110.4093609,-7.8130597
5829,Jalan Pajangan,110.3098766,-7.8809276,110.3081991,-7.8814798
5830,,110.7098307,-8.1574456,110.7099826,-8.1581552
5831,Jalan Pogung Kidul,110.3693742,-7.7619753,110.3699626,-7.7621237
5832,Jalan Bantul,110.2944477,-7.9515114,110.2950978,-7.9504752
5833,,110.7318771,-7.9521609,110.7321701,-7.9514466
5834,,110.7318771,-7.9521609,110.7304319,-7.9524989
5835,Jalan Kebon Agung,110.3526821,-7.7381111,110.3543477,-7.7385828
5836,Jalan Siliwangi,110.3299487,-7.7993348,110.3298787,-7.7994658
5837,Jalan Imogiri - Dlingo,110.460194,-7.936424,110.459352,-7.937199
5838,Jalan Imogiri - Dlingo,110.460194,-7.936424,110.460613,-7.936259
5839,Jalan Karangmojo-Semin,110.7111382,-7.885937,110.7115828,-7.8861755
5840,Jalan Turi,110.3463176,-7.6508398,110.3336493,-7.6447553
5841,Jalan Barosan,110.2570309,-7.7599311,110.2570118,-7.7599959
5842,Jalan K. Haji Wakhid Hasyim,110.3559173,-7.8121586,110.3560625,-7.8086167
5843,Jalan Parangtritis - Panggang,110.3743212,-7.9943837,110.372209,-7.9941726
5844,Jalan Gedangsari - Wedi,110.5925176,-7.8085698,110.5918296,-7.8095843
5845,,110.1220521,-7.7244653,110.1226334,-7.72565
5846,,110.6184109,-8.1477108,110.6195044,-8.1472823
5847,,110.6184109,-8.1477108,110.6174872,-8.1487272
5848,Jalan Wonosari - Baron,110.5709098,-8.087493,110.5705027,-8.0863509
5849,Jalan Nglipar - Wonosari,110.6055397,-7.9173032,110.6051112,-7.9184801
5850,,110.5273452,-8.0486969,110.5265406,-8.0486013
5851,,110.1840406,-7.6861559,110.1832929,-7.6852858
5852,Jalan Padjajaran,110.369992,-7.7509988,110.3644926,-7.7501568
5853,Jalan Padjajaran,110.369992,-7.7509988,110.3701928,-7.7510381
5854,Jalan Padjajaran,110.3701928,-7.7510381,110.3711894,-7.7512579
5855,Jalan Magelang,110.3267775,-7.6582648,110.3262708,-7.6572258
5856,Jalan Pakem-Turi,110.3786914,-7.6494861,110.3810153,-7.6478431
5857,Jalan Diponegoro,110.362562,-7.7828621,110.3619138,-7.7828527
5858,Jalan Piyungan - Prambanan,110.4876524,-7.7671047,110.4891356,-7.7636152
5859,Jalan Piyungan - Prambanan,110.4876524,-7.7671047,110.4876118,-7.767563
5860,Jalan KH. Ahmad Dahlan,110.1329552,-7.8775596,110.1327205,-7.8782248
5861,Jalan MGR. Sugiyopranoto,110.3361057,-7.8807867,110.3359029,-7.8802457
5862,jalan bibis,110.2940267,-7.7814032,110.293921,-7.7811165
5863,Jalan Bantul,110.3402659,-7.8613051,110.3383418,-7.8669373
5864,,110.5219721,-8.0482036,110.5211741,-8.047606
5865,,110.5219721,-8.0482036,110.5237833,-8.0488523
5866,,110.0935918,-7.7940652,110.0942435,-7.7943289
5867,Jalan Tlogo Putri,110.4303358,-7.5947075,110.4303244,-7.5947667
5868,,110.4152986,-7.8924124,110.4160778,-7.8935017
5869,Jalan Nanggulan-Mendut,110.2132894,-7.7374189,110.213165,-7.737098
5870,Jalan Kasongan,110.338906,-7.8461502,110.3382964,-7.8457776
5871,Jalan Nglipar - Wonosari,110.6157832,-7.9055539,110.6152949,-7.9062076
5872,Jalan Sampaan - Berbah,110.4431454,-7.8095462,110.4429518,-7.8152423
5873,,110.1073313,-7.8605745,110.1076747,-7.861223
5874,Jalan Wonosari - Baron,110.5657598,-8.0947988,110.5659932,-8.0947045
5875,Jalan Godean,110.2822427,-7.7633904,110.2825017,-7.7634834
5876,Jalan Sambipitu - Nglipar - Wonosari,110.6095628,-7.9109979,110.6091379,-7.911594
5877,Jalan Piyungan - Prambanan,110.4888931,-7.7561824,110.4881727,-7.7587878
5878,Jalan Piyungan - Prambanan,110.4888931,-7.7561824,110.4889342,-7.7560471
5879,Jalan Kaliurang,110.4178689,-7.6958783,110.4184958,-7.6946423
5880,,110.6772283,-8.168046,110.6770876,-8.1686914
5881,Jalan Jetis - Karangsemut,110.3801139,-7.898159,110.3778654,-7.8978772
5882,Jalan Panggang - Wonosari,110.4834397,-8.0347168,110.4818013,-8.0341615
5883,Jalan Panggang - Wonosari,110.4834397,-8.0347168,110.4837956,-8.035178
5884,,110.153102,-7.741363,110.1580721,-7.742563
5885,,110.153102,-7.741363,110.1524027,-7.7413673
5886,Jalan Palagan Tentara Pelajar,110.3886985,-7.6892384,110.3889815,-7.6897089
5887,,110.1537893,-7.9134125,110.1537719,-7.9117129
5888,Jalan Gading - Ngalang,110.577834,-7.8886466,110.5768093,-7.8893525
5889,Jalan Raya Wates,110.2165121,-7.8519274,110.2172584,-7.8503657
5890,Jalan Raya Wates,110.2165121,-7.8519274,110.2162117,-7.8529756
5891,Jalan Nglipar - Ngawen,110.6250168,-7.8662059,110.6233949,-7.8674095
5892,Jalan Nglipar - Ngawen,110.6250168,-7.8662059,110.6253509,-7.8655545
5893,,110.5510939,-8.0999464,110.5515555,-8.0988875
5894,Jalan Sindangsari,110.4528388,-7.88026,110.4535912,-7.8798508
5895,Jalan Sindangsari,110.4528388,-7.88026,110.4520623,-7.8823416
5896,Jalan Sedayu - Pajangan,110.2563315,-7.8575833,110.2573729,-7.8583335
5897,Jalan Raya Tajem,110.4358626,-7.7227551,110.4383326,-7.7223035
5898,Jalan Raya Wonosari - Yogyakarta,110.5326835,-7.8772836,110.5324266,-7.877336
5899,Jalan Panggang - Wonosari,110.480171,-8.0346034,110.4818013,-8.0341615
5900,,110.1225509,-7.7302601,110.12284,-7.729169
5901,Jalan Nasional,110.637082,-7.9909615,110.6504751,-7.9969867
5902,Jalan Siliwangi,110.3315373,-7.7778635,110.3317056,-7.7771685
5903,Jalan Siliwangi,110.3315373,-7.7778635,110.3314701,-7.7786746
5904,Jalan Kasatrian,110.596254,-7.9614035,110.5972191,-7.9604277
5905,Jalan AM Sangaji,110.3675999,-7.7780132,110.3675921,-7.7780912
5906,Jalan Monjali,110.3675999,-7.7780132,110.3677216,-7.7773336
5907,,110.6242874,-8.1480189,110.6229499,-8.1477516
5908,Pembangunan Jalan Baru Ngalang - Tawang,110.5787447,-7.873829,110.5702639,-7.8718486
5909,Jalan Dlingo - Pathuk,110.4693451,-7.9037554,110.4692432,-7.9031537
5910,Jalan Laksda Adisucipto,110.4257385,-7.783337,110.4193226,-7.7832881
5911,,110.7433864,-7.941019,110.743937,-7.9414361
5912,Jalan Godean-Seyegan,110.2907489,-7.763099,110.2905424,-7.7647839
5913,Jalan Siliwangi,110.3435817,-7.7450706,110.3411464,-7.7489327
5914,,110.8028054,-8.1687764,110.8016387,-8.1682879
5915,Jalan Raya Tajem,110.43271,-7.7615373,110.4323709,-7.7625861
5916,Jalan Imogiri - Dlingo,110.460613,-7.936259,110.461678,-7.936604
5917,Jalan Haji Oemar Said Cokroaminoto,110.353111,-7.7948374,110.3538794,-7.7901394
5918,Jalan Besi Raya,110.4383326,-7.7223035,110.4381517,-7.718794
5919,Jalan Raya Wonosari - Yogyakarta,110.4863778,-7.836085,110.4860929,-7.8358266
5920,Jalan Daendels,110.2343856,-7.9402494,110.2385223,-7.9401537
5921,Jalan Daendels,110.2343856,-7.9402494,110.2338877,-7.9403817
5922,,110.7237538,-7.9560184,110.7248825,-7.9545915
5923,,110.7237538,-7.9560184,110.7234509,-7.9573196
5924,,110.7396924,-7.9459142,110.7389523,-7.9462637
5925,Jalan Tempel,110.3239748,-7.654731,110.3020329,-7.6781289
5926,Jalan Tempel,110.3239748,-7.654731,110.3243825,-7.6543841
5927,Jalan Anyelir,110.3890408,-7.7686756,110.3891984,-7.768667
5928,,110.5518915,-7.9402573,110.5557995,-7.9327114
5929,,110.7852718,-7.856893,110.7861099,-7.8568273
5930,Jalan Srandakan,110.2653725,-7.9318866,110.2661718,-7.9317259
5931,Jalan Srandakan,110.2653725,-7.9318866,110.2564421,-7.9381321
5932,Jalan Pucung,110.4171922,-7.9011182,110.4185837,-7.9006384
5933,Jalan Daendels,110.1932976,-7.9529179,110.1938608,-7.9529113
5934,Jalan Kolonel Sugiono,110.3692066,-7.8147655,110.3693287,-7.8147423
5935,Jalan Raya Wonosari - Yogyakarta,110.5529536,-7.9026901,110.5549465,-7.9038803
5936,,110.6522575,-7.9977636,110.6516002,-7.99743
5937,Jalan Tepus,110.6215498,-8.0627962,110.6210321,-8.0619677
5938,,110.2188892,-7.8340476,110.2168049,-7.8424457
5939,,110.7418844,-8.0232125,110.7416524,-8.0225352
5940,,110.2256974,-7.8017417,110.2251595,-7.8026904
5941,Jalan Palagan Tentara Pelajar,110.3720853,-7.7491255,110.3876182,-7.7081497
5942,Jalan Lingkar Utara Wonosari,110.5966716,-7.9403309,110.589835,-7.9402243
5943,Jalan Re. Martadinata,110.3525321,-7.8010428,110.3518268,-7.801063
5944,Jalan Re. Martadinata,110.3525321,-7.8010428,110.3518398,-7.8009834
5945,Jalan Lintas Selatan,110.2723852,-7.997595,110.2718316,-7.9979127
5946,Jalan Lintas Selatan,110.2723852,-7.997595,110.2729843,-7.9975181
5947,Jalan Imogiri Siluk Panggang,110.4201561,-8.0115753,110.4206255,-8.0135752
5948,,110.5464781,-8.1087458,110.5476187,-8.106974
