latitude,longitude
-7.785370426803369,110.3746300187285
-7.785454790205053,110.37461492809274
-7.785539153606737,110.374599837457
-7.785623517008422,110.37458474682124
-7.785707880410106,110.3745696561855
-7.78579227387929,110.37455473570401
-7.7858767,110.37454
-7.785965344039952,110.37452456207501
-7.786053988079905,110.37450912415004
-7.786142632119857,110.37449368622505
-7.78623127615981,110.37447824830006
-7.7863199201997615,110.37446281037508
-7.786408564239713,110.3744473724501
-7.786497164424491,110.37443169572087
-7.7865855096163274,110.37441463048059
-7.786673854808163,110.37439756524029
-7.7867622,110.3743805
-7.786832151846908,110.37444111133735
-7.78687580995768,110.37452097057916
-7.786906827159855,110.37460854106365
-7.7869394976835515,110.37469545631686
-7.786976889711682,110.37478050038085
-7.787014281739813,110.37486554444483
-7.78705617632665,110.37494837299874
-7.7871025994663015,110.37502872103025
-7.787156641199937,110.37510428654892
-7.787222909737346,110.37516918142109
-7.7872969,110.3752252
-7.7873787,110.3752797
-7.787469510770678,110.37528121231259
-7.787558941908546,110.37526990832707
-7.787645378009254,110.37524202134705
-7.787727990785286,110.37520488404547
-7.787808892628228,110.37516360723637
-7.787889794471171,110.37512233042729
-7.787970696314114,110.37508105361819
-7.788051598157057,110.3750397768091
-7.7881325,110.3749985
-7.788201033333333,110.3749607
-7.788269566666666,110.3749229
-7.7883381,110.3748851
-7.7883984436766465,110.37482019329842
-7.788449973980788,110.37474816118808
-7.7884911550369385,110.37467027762503
-7.788524958922195,110.37458835365685
-7.788543038526849,110.37450162338043
-7.788560348032247,110.37441474154805
-7.78856463251721,110.37432622102834
-7.78856667204421,110.37423763101731
-7.788561822135909,110.3741493029125
-7.788552211067955,110.37406120145626
-7.7885426,110.3739731
-7.788624560000001,110.37395406
-7.788706520000001,110.37393502
-7.78878848,110.37391597999999
-7.78887044,110.37389694
-7.7889524,110.3738779
-7.789036233333333,110.37386056666666
-7.789120066666667,110.37384323333333
-7.7892039,110.3738259
-7.789289777692816,110.3738174552833
-7.789375655385632,110.3738090105666
-7.7894603615195015,110.37379291969248
-7.789541991877227,110.37376587889551
-7.7896193,110.3737278
-7.789671851088493,110.37364997862387
-7.789705764153778,110.3735617637919
-7.789735984226749,110.37347217331008
-7.789763359350137,110.3733816825367
-7.78979018179563,110.37329101686701
-7.789821251500301,110.37320187166704
-7.789861033246195,110.37311642626605
-7.7899153,110.373039
-7.789985267469467,110.37299409422803
-7.790060451157782,110.37295895997015
-7.790142,110.3729438
-7.790223296903418,110.37294476110358
-7.7903044,110.3729505
-7.790382728766664,110.37298428249946
-7.790413,110.37306
-7.79041519,110.37314613999999
-7.79041738,110.37323228
-7.79041957,110.37331842
-7.79042176,110.37340456
-7.79042395,110.37349069999999
-7.79042614,110.37357684
-7.79042833,110.37366298
-7.79043052,110.37374912
-7.79043271,110.37383525999999
-7.7904349,110.3739214
-7.7904914,110.3739664
