maid,timestamp,adjusted_longitude,adjusted_latitude
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:11:57,110.3676046629735,-7.793374311965719
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:15:05,110.36760692500883,-7.793396050508548
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:15:50,110.36760704316244,-7.793397185984861
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:17:09,110.3676036335554,-7.7933644190833
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:17:59,110.36760477009108,-7.79337534138382
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:19:11,110.36760692500883,-7.793396050508548
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:19:22,110.36760700673305,-7.7933968358922305
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:23:16,110.36758203775348,-7.790469546222511
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:23:26,110.36762398065923,-7.79048004791555
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:24:37,110.36963123393033,-7.789497807738906
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:24:47,110.36964099025205,-7.789496265855721
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:25:03,110.37372832598169,-7.786821875124922
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:25:54,110.37363089263718,-7.786867658120462
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:27:02,110.37486240045,-7.78340793411336
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:27:51,110.3748624043454,-7.78340790524257
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:28:35,110.37597460841955,-7.7762206862896495
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:28:40,110.37597211966124,-7.776219396932937
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:29:37,110.37454744016308,-7.776148622038048
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:29:47,110.37454744016308,-7.776148622038048
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:30:37,110.37369118754401,-7.777456924903835
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:30:47,110.37378514259296,-7.777285024330295
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:32:38,110.37378062070695,-7.777294544385232
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:32:48,110.37377792492389,-7.777300219893825
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:36:04,110.373707,-7.7774619
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:36:53,110.37374457388248,-7.7773736347257865
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:37:04,110.3729506,-7.7800742
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:37:53,110.3729506,-7.7800742
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:37:54,110.3729165358486,-7.780201741507148
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:38:04,110.37281352401627,-7.780584345353089
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:38:53,110.37280734985987,-7.780520309860412
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:38:54,110.37281290216731,-7.78052189327063
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:39:03,110.3728259,-7.7805256
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:39:54,110.3728259,-7.7805256
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:39:55,110.37296128547041,-7.780186295327137
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:40:00,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:40:55,110.37353414038336,-7.780335215747938
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:41:00,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:41:55,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:42:06,110.37352911063896,-7.7803339081046525
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:42:56,110.37354322931337,-7.780337578706639
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:42:57,110.37354576553814,-7.780338238079565
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:45:34,110.37355259619927,-7.780340013928884
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:45:43,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:47:05,110.37354340337257,-7.780337623958904
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:47:50,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:48:10,110.37352911063896,-7.7803339081046525
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:48:25,110.37354583859481,-7.780338257072988
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:49:10,110.37360408183625,-7.780351521403481
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:49:11,110.37355030621717,-7.780339418574629
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:49:25,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:50:10,110.37353684121484,-7.780335917915657
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:50:25,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:56:16,110.3736052346316,-7.780346151672763
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:56:17,110.37352497076114,-7.780332831810711
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:56:26,110.37353387805994,-7.780335147548559
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:57:16,110.37353629764971,-7.780335776598475
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:57:26,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:58:16,110.37360764497723,-7.780334924261943
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 12:58:26,110.37353142720521,-7.7803345103703085
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:00:18,110.37353586712594,-7.780335664670024
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:00:28,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:01:18,110.37360785020256,-7.780333968320543
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:01:28,110.37352899198297,-7.780333877256225
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:03:01,110.37360567521759,-7.780344099419384
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:03:52,110.37353835886888,-7.780336312478473
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:04:14,110.37360441797668,-7.780349955658411
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:04:23,110.37352911063896,-7.7803339081046525
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:09:13,110.37360579794918,-7.780343527734548
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:09:24,110.37352911063896,-7.7803339081046525
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:09:25,110.3735356801244,-7.780335616052981
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:15:13,110.3736037,-7.7803533
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:15:24,110.37353386242745,-7.7803351434843915
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,2021-12-06 13:15:25,110.37360403341489,-7.780351746950589
