maid,latitude,longitude,timestamp,adjusted_latitude,adjusted_longitude
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78036,110.37354278564452,2021-12-06 09:14:19,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78035,110.37353,2021-12-06 09:14:29,-7.7803351434843915,110.37353386242745
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78036,110.37354,2021-12-06 09:15:32,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78033,110.37352752685548,2021-12-06 09:15:41,-7.78033327499057,110.3735266754167
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78033,110.37354,2021-12-06 09:18:04,-7.780344099419384,110.37360567521759
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78032,110.37352752685548,2021-12-06 09:18:53,-7.780332641876486,110.37352424019446
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78036,110.37354278564452,2021-12-06 09:20:16,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78035,110.37352752685548,2021-12-06 09:20:26,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78031,110.37352752685548,2021-12-06 09:22:17,-7.780332008762402,110.37352180497221
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78034,110.37354278564452,2021-12-06 09:22:27,-7.780353087148553,110.3736037456958
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.780341,110.37353515625,2021-12-06 09:23:17,-7.780335829343187,110.37353650052798
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78036,110.37354278564452,2021-12-06 09:23:27,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78031,110.37353,2021-12-06 09:24:01,-7.780332611028058,110.37352412153847
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.780326,110.373535,2021-12-06 09:24:52,-7.780334841621715,110.37353270133703
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78035,110.37354278564452,2021-12-06 09:25:00,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.78034,110.37353,2021-12-06 09:25:55,-7.7803345103703085,110.37353142720521
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78533,110.37455,2021-12-06 11:52:34,-7.785325880101765,110.3745259569541
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78532,110.37454986572266,2021-12-06 11:52:43,-7.785335456435389,110.3746362741079
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78862,110.37413787841795,2021-12-06 11:53:34,-7.788561274706934,110.37414428481357
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78861,110.37413,2021-12-06 11:53:43,-7.7885672,110.3741986
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79123,110.37394714355467,2021-12-06 11:54:35,-7.791225599860169,110.37393352257973
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79124,110.37396240234376,2021-12-06 11:54:40,-7.791230191476655,110.37393203929717
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79437,110.37271,2021-12-06 11:55:37,-7.794399597959334,110.37282028304728
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79435,110.37271118164062,2021-12-06 11:55:47,-7.7943806459206435,110.37282536942895
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79431,110.37277221679688,2021-12-06 11:57:18,-7.794328053374081,110.37283948430964
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79432,110.37278,2021-12-06 11:57:28,-7.794335432961613,110.37283750376288
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79344,110.37116241455078,2021-12-06 11:58:15,-7.79344099595564,110.3711761682239
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79345,110.37115,2021-12-06 11:58:20,-7.793451838086845,110.37117538310406
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36762237548828,2021-12-06 11:59:15,-7.793401548194325,110.36760749707842
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36760711669922,2021-12-06 11:59:20,-7.79339997742696,110.36760733362996
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36755,2021-12-06 12:00:16,-7.793374311965719,110.3676046629735
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79339,110.36756,2021-12-06 12:00:26,-7.793385234266239,110.36760579950918
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.793396,110.3675765991211,2021-12-06 12:02:32,-7.793392878739263,110.3676065949658
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36756896972656,2021-12-06 12:02:41,-7.793396050508548,110.36760692500883
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79342,110.36756896972656,2021-12-06 12:03:32,-7.793415836273388,110.36760898384502
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79342,110.3675765991211,2021-12-06 12:03:41,-7.79341662165707,110.36760906556925
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36756134033205,2021-12-06 12:04:39,-7.793375479360027,110.36760478444839
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79337,110.36755,2021-12-06 12:04:49,-7.7933644190833,110.3676036335554
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36755,2021-12-06 12:05:35,-7.79339409773056,110.36760672180971
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.793396,110.36756,2021-12-06 12:05:40,-7.793391169995692,110.36760641716005
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36755,2021-12-06 12:06:32,-7.793374311965719,110.3676046629735
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79339,110.36756,2021-12-06 12:06:41,-7.793385234266239,110.36760579950918
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79346,110.3675765991211,2021-12-06 12:07:38,-7.793456193186749,110.36761318324164
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79346,110.3675765991211,2021-12-06 12:07:48,-7.793456193186749,110.36761318324164
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79342,110.3675765991211,2021-12-06 12:08:39,-7.79341662165707,110.36760906556925
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36756896972656,2021-12-06 12:08:49,-7.793396050508548,110.36760692500883
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79337,110.3675537109375,2021-12-06 12:09:00,-7.793364801093924,110.36760367330606
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36756134033205,2021-12-06 12:09:55,-7.793375479360027,110.36760478444839
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.3675765991211,2021-12-06 12:10:00,-7.7933968358922305,110.36760700673305
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36756896972656,2021-12-06 12:10:55,-7.793396050508548,110.36760692500883
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79337,110.36756,2021-12-06 12:11:07,-7.7933654485014,110.36760374067298
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36755,2021-12-06 12:11:57,-7.793374311965719,110.3676046629735
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36756896972656,2021-12-06 12:15:05,-7.793396050508548,110.36760692500883
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36758,2021-12-06 12:15:50,-7.793397185984861,110.36760704316244
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79337,110.36755,2021-12-06 12:17:09,-7.7933644190833,110.3676036335554
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79338,110.36756,2021-12-06 12:17:59,-7.79337534138382,110.36760477009108
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.36756896972656,2021-12-06 12:19:11,-7.793396050508548,110.36760692500883
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7934,110.3675765991211,2021-12-06 12:19:22,-7.7933968358922305,110.36760700673305
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79047,110.36761,2021-12-06 12:23:16,-7.790469546222511,110.36758203775348
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.79048,110.36762237548828,2021-12-06 12:23:26,-7.79048004791555,110.36762398065923
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78949,110.36963,2021-12-06 12:24:37,-7.789497807738906,110.36963123393033
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78949,110.36964,2021-12-06 12:24:47,-7.789496265855721,110.36964099025205
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78683,110.37364196777344,2021-12-06 12:25:03,-7.786821875124922,110.37372832598169
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78682,110.37362670898438,2021-12-06 12:25:54,-7.786867658120462,110.37363089263718
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.783409,110.37487030029295,2021-12-06 12:27:02,-7.78340793411336,110.37486240045
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78341,110.3748779296875,2021-12-06 12:27:51,-7.78340790524257,110.3748624043454
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77632,110.37592315673828,2021-12-06 12:28:35,-7.7762206862896495,110.37597460841955
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77632,110.37592,2021-12-06 12:28:40,-7.776219396932937,110.37597211966124
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77613,110.37454986572266,2021-12-06 12:29:37,-7.776148622038048,110.37454744016308
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77613,110.37454986572266,2021-12-06 12:29:47,-7.776148622038048,110.37454744016308
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77727,110.37375,2021-12-06 12:30:37,-7.777456924903835,110.37369118754401
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.777275,110.37376403808594,2021-12-06 12:30:47,-7.777285024330295,110.37378514259296
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77728,110.37375,2021-12-06 12:32:38,-7.777294544385232,110.37378062070695
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77729,110.3737564086914,2021-12-06 12:32:48,-7.777300219893825,110.37377792492389
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77742,110.37384,2021-12-06 12:36:04,-7.7774619,110.373707
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.77741,110.37383,2021-12-06 12:36:53,-7.7773736347257865,110.37374457388248
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78027,110.37312,2021-12-06 12:37:04,-7.7800742,110.3729506
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78026,110.37311,2021-12-06 12:37:53,-7.7800742,110.3729506
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7802553,110.37310791015624,2021-12-06 12:37:54,-7.780201741507148,110.3729165358486
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78058,110.37279,2021-12-06 12:38:04,-7.780584345353089,110.37281352401627
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78059,110.37278747558594,2021-12-06 12:38:53,-7.780520309860412,110.37280734985987
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7805843,110.37279510498048,2021-12-06 12:38:54,-7.78052189327063,110.37281290216731
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78037,110.37290954589844,2021-12-06 12:39:03,-7.7805256,110.3728259
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37291717529295,2021-12-06 12:39:54,-7.7805256,110.3728259
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780356,110.37291717529295,2021-12-06 12:39:55,-7.780186295327137,110.37296128547041
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78039,110.37351989746094,2021-12-06 12:40:00,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78039,110.37351989746094,2021-12-06 12:40:55,-7.780335215747938,110.37353414038336
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37354278564452,2021-12-06 12:41:00,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37352752685548,2021-12-06 12:41:55,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37352752685548,2021-12-06 12:42:06,-7.7803339081046525,110.37352911063896
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37354,2021-12-06 12:42:56,-7.780337578706639,110.37354322931337
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7803497,110.37354278564452,2021-12-06 12:42:57,-7.780338238079565,110.37354576553814
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37355,2021-12-06 12:45:34,-7.780340013928884,110.37355259619927
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37356,2021-12-06 12:45:43,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37354278564452,2021-12-06 12:47:05,-7.780337623958904,110.37354340337257
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37354278564452,2021-12-06 12:47:50,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37352752685548,2021-12-06 12:48:10,-7.7803339081046525,110.37352911063896
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37354278564452,2021-12-06 12:48:25,-7.780338257072988,110.37354583859481
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37355041503906,2021-12-06 12:49:10,-7.780351521403481,110.37360408183625
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780339,110.37355041503906,2021-12-06 12:49:11,-7.780339418574629,110.37355030621717
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.3735580444336,2021-12-06 12:49:25,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780343,110.373535,2021-12-06 12:50:10,-7.780335917915657,110.37353684121484
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37354278564452,2021-12-06 12:50:25,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78033,110.37353,2021-12-06 12:56:16,-7.780346151672763,110.3736052346316
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780323,110.37352752685548,2021-12-06 12:56:17,-7.780332831810711,110.37352497076114
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.7803116,110.37354,2021-12-06 12:56:26,-7.780335147548559,110.37353387805994
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78036,110.37353,2021-12-06 12:57:16,-7.780335776598475,110.37353629764971
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37354278564452,2021-12-06 12:57:26,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780321,110.37354278564452,2021-12-06 12:58:16,-7.780334924261943,110.37360764497723
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37353,2021-12-06 12:58:26,-7.7803345103703085,110.37353142720521
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780339,110.373535,2021-12-06 13:00:18,-7.780335664670024,110.37353586712594
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37354278564452,2021-12-06 13:00:28,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78032,110.37354278564452,2021-12-06 13:01:18,-7.780333968320543,110.37360785020256
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78033,110.37353,2021-12-06 13:01:28,-7.780333877256225,110.37352899198297
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78033,110.37354,2021-12-06 13:03:01,-7.780344099419384,110.37360567521759
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78033,110.37354,2021-12-06 13:03:52,-7.780336312478473,110.37353835886888
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.3735580444336,2021-12-06 13:04:14,-7.780349955658411,110.37360441797668
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37352752685548,2021-12-06 13:04:23,-7.7803339081046525,110.37352911063896
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78033,110.37354278564452,2021-12-06 13:09:13,-7.780343527734548,110.37360579794918
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37352752685548,2021-12-06 13:09:24,-7.7803339081046525,110.37352911063896
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780319,110.37354,2021-12-06 13:09:25,-7.780335616052981,110.3735356801244
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78034,110.37354,2021-12-06 13:15:13,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.78035,110.37353,2021-12-06 13:15:24,-7.7803351434843915,110.37353386242745
d9f515f4-1a78-442b-81c4-55bf5f253b91_1,-7.780338,110.37354,2021-12-06 13:15:25,-7.780351746950589,110.37360403341489
d9f515f4-1a78-442b-81c4-55bf5f253b91_2,-7.78035,110.37353,2021-12-06 13:34:08,-7.7803351434843915,110.37353386242745
d9f515f4-1a78-442b-81c4-55bf5f253b91_2,-7.780344,110.37353515625,2021-12-06 13:34:09,-7.780353941862471,110.37360360677488
d9f515f4-1a78-442b-81c4-55bf5f253b91_2,-7.78035,110.37353,2021-12-06 13:34:58,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_2,-7.78032,110.37352752685548,2021-12-06 13:40:37,-7.780332641876486,110.37352424019446
d9f515f4-1a78-442b-81c4-55bf5f253b91_2,-7.78031,110.37354,2021-12-06 13:40:47,-7.780324980591373,110.37360977972435
d9f515f4-1a78-442b-81c4-55bf5f253b91_3,-7.78035,110.37352752685548,2021-12-06 13:53:07,-7.780334541218736,110.3735315458612
d9f515f4-1a78-442b-81c4-55bf5f253b91_3,-7.78035,110.3735580444336,2021-12-06 13:53:57,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78032,110.37352752685548,2021-12-06 14:12:06,-7.780332641876486,110.37352424019446
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78034,110.37352752685548,2021-12-06 14:12:56,-7.7803339081046525,110.37352911063896
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78036,110.37352752685548,2021-12-06 14:18:06,-7.78033517433282,110.37353398108344
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78035,110.37354,2021-12-06 14:18:56,-7.780359128926833,110.37360285339746
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78035,110.37352752685548,2021-12-06 14:21:02,-7.780334541218736,110.3735315458612
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.780338,110.37354278564452,2021-12-06 14:21:51,-7.780351175265753,110.37360415614648
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78033,110.37352752685548,2021-12-06 14:23:06,-7.78033327499057,110.3735266754167
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78032,110.37354278564452,2021-12-06 14:23:56,-7.780333968320543,110.37360785020256
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78036,110.37352752685548,2021-12-06 14:24:33,-7.78033517433282,110.37353398108344
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78035,110.37354278564452,2021-12-06 14:24:44,-7.7803533,110.3736037
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78033,110.37352752685548,2021-12-06 14:32:16,-7.78033327499057,110.3735266754167
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78034,110.37354278564452,2021-12-06 14:32:26,-7.780353087148553,110.3736037456958
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.780336,110.37354278564452,2021-12-06 14:38:17,-7.780337370713271,110.37354242928366
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78034,110.3735580444336,2021-12-06 14:38:27,-7.780349955658411,110.37360441797668
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78034,110.37354278564452,2021-12-06 14:43:16,-7.780337623958904,110.37354340337257
d9f515f4-1a78-442b-81c4-55bf5f253b91_4,-7.78036,110.37354,2021-12-06 14:43:26,-7.780368922333768,110.37360143098755
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.780589,110.37284088134766,2021-12-06 14:59:17,-7.780577261734783,110.37284379013985
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78058,110.37284088134766,2021-12-06 14:59:27,-7.780575256676101,110.37281520287544
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.7809,110.37281036376952,2021-12-06 15:00:30,-7.780873118610582,110.3728145444835
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.7809,110.37281036376952,2021-12-06 15:00:45,-7.780873118610582,110.3728145444835
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78266,110.37240600585938,2021-12-06 15:01:30,-7.782639286091579,110.37256237556018
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78265,110.37239837646484,2021-12-06 15:01:45,-7.782647002355504,110.3723825827811
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78275,110.36801147460938,2021-12-06 15:02:30,-7.782739894372375,110.36801165283363
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.782746,110.36801,2021-12-06 15:02:31,-7.782739867130299,110.36801010816014
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78274,110.368,2021-12-06 15:02:45,-7.78273968895813,110.36800000548557
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.78956,110.36620330810548,2021-12-06 15:03:38,-7.789559624695368,110.36620088854379
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.789569,110.36620330810548,2021-12-06 15:03:48,-7.789568413243475,110.36619952532878
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79045,110.36782,2021-12-06 15:05:07,-7.7905311,110.3678863
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79046,110.36781311035156,2021-12-06 15:05:57,-7.790534012961779,110.36788322508376
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.790072,110.36619567871094,2021-12-06 15:06:08,-7.790071067971416,110.36617752279408
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79009,110.36619,2021-12-06 15:06:58,-7.790093564024293,110.36618100769255
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79405,110.36578369140624,2021-12-06 15:07:32,-7.794049128791172,110.36577699514689
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.794031,110.36577,2021-12-06 15:07:41,-7.794032196704671,110.36577919807578
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79762,110.36527252197266,2021-12-06 15:08:32,-7.797628798849866,110.36532839466932
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79761,110.3652801513672,2021-12-06 15:08:41,-7.797607927296179,110.36526487951258
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79889,110.36514282226562,2021-12-06 15:09:32,-7.798893070939566,110.3651675309352
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79887,110.36511993408205,2021-12-06 15:09:41,-7.798866491845284,110.36509405461051
d9f515f4-1a78-442b-81c4-55bf5f253b91_5,-7.79922,110.3627700805664,2021-12-06 15:10:31,-7.799222438319854,110.36280242416214
