latitude,longitude
-7.776647966666666,110.3741127
-7.7768919,110.3739905
-7.777132007214768,110.37386053449336
-7.777378163192056,110.37374264614746
-7.777626138342606,110.3736436097625
-7.7778671,110.373536
-7.7781548,110.37344200000001
-7.77837678,110.37337892
-7.77864972,110.37330668
-7.778676802757677,110.373076566395
-7.778608411030707,110.37281876557996
-7.7785539,110.3725577
-7.778499839429592,110.37230044164035
-7.778444823777787,110.37204338355431
-7.778403668599006,110.37178376088757
-7.778367781259374,110.3715233443788
-7.778176545967016,110.37147817818666
-7.777907214917541,110.37154069546665
-7.777637883868064,110.37160321274663
-7.77736884456497,110.37166687012697
-7.777102592540416,110.37174141851843
-7.7768468444640435,110.37184427546266
-7.776620283241069,110.37200195648097
-7.776544077107319,110.37223890446134
-7.77658473659396,110.37250969245126
-7.77661958955278,110.37277475338308
-7.77664372388195,110.37303808345771
-7.776704913091738,110.37329608807312
-7.776782052366949,110.37355465229244
-7.776852139009203,110.37381506553434
-7.776971935738256,110.37394717816446
-7.777213104442716,110.3738193034813
-7.7774619,110.373707
-7.777708216513701,110.37361181947753
-7.7779628,110.3735021
-7.7782511,110.3734158
-7.77846776,110.37335483999999
-7.7787407,110.3732826
-7.77899228,110.37323166
-7.779240833333334,110.37317680000001
-7.7794566,110.3731213
-7.7797085,110.3730479
-7.779982775,110.372974925
-7.780255007087259,110.37290162881
-7.7805256,110.3728259
-7.780780000893405,110.37277738255143
-7.78089202946646,110.37293613856582
-7.7809338789657625,110.37319760802045
-7.780978419310508,110.3734586386803
-7.781022959655254,110.37371966934015
-7.7810675,110.3739807
-7.78112798,110.37425298000001
-7.7811825,110.3744984
-7.7812341499999995,110.37478075
-7.7812858,110.3750631
-7.781113253291249,110.37522951975167
-7.780830736730652,110.37527593267745
-7.78056864758187,110.37531773484265
-7.780306561622159,110.37535955699796
-7.7800794,110.37539534999999
-7.779817766666667,110.37543726666667
-7.7797092,110.37528306666667
-7.7796895500000005,110.37502846666666
-7.779769185548093,110.37479281115903
-7.779946429324341,110.37459399695766
-7.779988851447176,110.374346850231
-7.779952282925681,110.37408303162194
-7.779918033170272,110.37381889264877
-7.779861794204332,110.37356029116731
-7.7797851471021655,110.37330409558365
-7.7797085,110.3730479
-7.779982775,110.372974925
