maid,latitude,longitude
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778169479906751,110.36853495870444
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7781810162433525,110.36862631749263
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778190247361997,110.3687179348697
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778199239468331,110.36880957905808
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778208231574665,110.36890122324647
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778217223680999,110.36899286743486
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778226215787332,110.36908451162323
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778235207893666,110.36917615581162
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7782442,110.3692678
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7782526,110.3693591
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778260875,110.36944475
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77826915,110.3695304
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778277425,110.36961604999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7782857,110.3697017
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778294033333333,110.3697797
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778302366666666,110.3698577
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7783107,110.3699357
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77832235,110.37002885
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778334,110.370122
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7783473,110.37020385
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7783606,110.3702857
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77837174,110.37037422
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77838288,110.37046274
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77839402,110.37055126
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77840516,110.37063977999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7784163,110.3707283
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778430830548284,110.37081445457832
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778443971474032,110.37090081775438
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778455376859714,110.37098744145423
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7784667822453954,110.37107406515409
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7784802,110.3711604
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77847435423158,110.37123971049989
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778455508984273,110.37131677803148
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778414064258347,110.37138335443139
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7783561,110.3714365
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778367781259374,110.3715233443788
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778379462518748,110.3716101887576
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778391348517147,110.37169700482995
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778403668599006,110.37178376088757
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778416620408662,110.37187042105175
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778430600432495,110.37195692513768
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778444823777787,110.37204338355431
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778463162328388,110.372129069583
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77848150087899,110.37221475561167
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778499839429592,110.37230044164035
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778518177980194,110.37238612766903
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778536271842857,110.37247186500699
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7785539,110.3725577
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778571797301403,110.37264478608
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778589694602806,110.37273187216
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778608411030707,110.37281876557996
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778631208273031,110.37290469918497
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778654005515354,110.37299063278999
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.778676802757677,110.373076566395
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7786996,110.3731625
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7787407,110.3732826
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77882456,110.37326562
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7789084200000005,110.37324864
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77899228,110.37323166
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77907614,110.37321468
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77916,110.3731977
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779240833333334,110.37317680000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779321666666666,110.3731559
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7794025,110.373135
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7794566,110.3731213
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7795349,110.373098
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7796132,110.3730747
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7797085,110.3730479
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779799925,110.373023575
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77989135,110.37299924999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779982775,110.372974925
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7800742,110.3729506
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.780045268362033,110.37286037177367
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7800187012715245,110.37276940383025
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7799921341810165,110.37267843588684
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779965567090508,110.37258746794342
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779939,110.3724965
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779915675,110.372416575
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77989235,110.37233665
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779869025,110.372256725
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7798457,110.3721768
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779765916666666,110.37220616666667
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779686133333334,110.37223553333334
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77960635,110.3722649
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779526566666666,110.37229426666667
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779446783333333,110.37232363333334
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779367,110.372353
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779397775,110.3724432125
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7794285499999996,110.372533425
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7794593249999995,110.3726236375
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7794901,110.37271385
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779520875,110.37280406250001
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.77955165,110.37289427500001
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779582425,110.3729844875
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7796132,110.3730747
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7797085,110.3730479
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779734049034055,110.37313329852789
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7797085,110.3730479
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.779734049034055,110.37313329852789
d9f515f4-1a78-442b-81c4-55bf5f253b91_0,-7.7797085,110.3730479
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.780610202680216,110.37280874765432
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.780695101786811,110.37279306510287
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.780780000893405,110.37277738255143
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7808649,110.3727617
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78087846473323,110.37284891928292
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7808649,110.3727617
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78093775,110.3727465
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7810106,110.3727313
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.781105,110.3727154
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.781199864040631,110.3726960739515
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7812945480304725,110.37267580546363
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.781389232020315,110.37265553697574
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.781483916010157,110.37263526848787
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7815786,110.372615
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7816429,110.3726012
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7817317,110.3725798
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.781829825,110.37256042499999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78192795,110.37254105
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782026075,110.372521675
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7821242,110.3725023
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7822255,110.37247909999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7823268,110.3724559
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782415819915575,110.3724323932609
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782504987311791,110.37240953726626
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782595443655895,110.37239236863313
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7826859,110.3723752
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782764073482843,110.37235870932294
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782842490275858,110.37234346304321
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829211,110.3723294
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7830123,110.3723257
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783011095357103,110.3722443395973
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783011023539068,110.37216296976361
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7830109,110.3720816
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783009285714286,110.37199025714285
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783007671428571,110.37189891428572
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783006057142857,110.37180757142858
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783004442857143,110.37171622857143
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783002828571429,110.37162488571428
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783001214285714,110.37153354285715
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829996,110.3714422
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829975000000005,110.3713688
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829954,110.3712954
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782995119756746,110.37120604910929
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782994839513493,110.37111669821857
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782994559270239,110.37102734732787
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782994279026985,110.37093799643716
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829925585154776,110.37084866623412
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829902723436515,110.37075934415608
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782987986171826,110.37067002207804
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829857,110.3705807
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782969809023757,110.37049727775278
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829494,110.3704148
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782948283491674,110.37031945018896
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829472,110.3702241
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78294645,110.37015575000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829457,110.3700874
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829442,110.3699532
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78294305,110.36985394999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829419,110.3697547
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78294095,110.36966749999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78294,110.3695803
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782938827275808,110.36948110027113
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829377,110.3693819
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829364,110.3692655
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782935,110.3691429
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782933966666667,110.36904953333334
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782932933333334,110.36895616666666
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829319,110.3688628
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829307,110.3687597
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829145,110.3686822
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7828983,110.3686047
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7828938,110.3684945
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7828893,110.3683843
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829058,110.3682728
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782903829436505,110.36818629226259
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829007411372775,110.36809981732289
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7828998699468785,110.36801331995557
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829012,110.3679268
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7828387,110.3679302
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829012,110.3679268
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829015166666675,110.36784130000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782901833333334,110.3677558
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78290215,110.3676703
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782902466666667,110.3675848
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782902783333334,110.36749929999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829031,110.3674138
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782903605885946,110.36733780003884
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829041029429735,110.36726180001942
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829046,110.3671858
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.782969078247093,110.36714096004256
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7829967,110.3670674
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783090449604133,110.36705288885965
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7831834560781195,110.36703512973837
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783277537385413,110.36702295315891
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783371618692707,110.36701077657946
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7834657,110.3669986
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7835668,110.36698856666666
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7836679,110.36697853333334
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.783769,110.3669685
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78384335,110.36695705
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7839177,110.3669456
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7840145,110.36693384
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7841113,110.36692208
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7842081,110.36691032
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7843049,110.36689856
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7844017,110.3668868
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.784489,110.366876375
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7845762999999994,110.36686595
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7846636,110.366855525
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7847509,110.3668451
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.784825479634514,110.36683531146913
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7849001,110.3668258
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78499305,110.36681361666666
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.785086,110.36680143333334
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78517895,110.36678925000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7852719,110.36677706666667
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78536485,110.36676488333333
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7854578,110.3667527
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.785544874999999,110.36674335000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78563195,110.36673400000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.785719025000001,110.36672465
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7858061,110.3667153
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.785887655337903,110.36670648660956
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.785969210675805,110.36669767321914
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.786050766013708,110.3666888598287
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7861322,110.366679
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7862174,110.36666840000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7863026,110.36665780000001
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7863878,110.3666472
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.786473,110.3666366
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7865715,110.36662436666667
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78667,110.36661213333333
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7867685,110.3665999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.786852833333334,110.36659093333333
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.786937166666666,110.36658196666667
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7870215,110.366573
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.787113775,110.366563275
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78720605,110.36655354999999
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.787298325,110.366543825
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7873906,110.3665341
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.787490668638767,110.36652295992121
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.787590737277534,110.36651181984242
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7876906,110.366499
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.787771067317166,110.36649074694182
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78785125197617,110.36648012686493
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7879314,110.3664692
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7880032,110.36645965
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788075,110.3664501
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788156163002937,110.36643954596677
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788237326005874,110.36642899193356
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788318504741669,110.36641856293681
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788399752370834,110.36640868146841
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788481,110.3663988
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.788581649999999,110.36639
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7886823,110.3663812
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.78879335,110.3663697
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7889044,110.3663582
d9f515f4-1a78-442b-81c4-55bf5f253b91_12,-7.7890038,110.3663433
